"","Scenario","Payload"
"1093","An autonomous underwater vehicle–style system used for integrated marine environment and biology monitoring, employing a physical-chemical sensor suite to measure water properties, a filtration-based sampler for DNA collection, an RGB plankton imaging system for biological observations, and an acoustic (sonar) system for biomass assessment.","Sonar"
"1094","An underwater remotely operated vehicle equipped with a multibeam sonar was used to survey and record the ecological assessment of fish and benthic species on WWII shipwrecks in Maerl bed habitats.","Sonar"
"1095","Two unmanned underwater vehicles (an ROV and an AUV) equipped with scientific echosounders (sonar) and video imaging systems (RGB) were used to quantitatively sample midwater organisms and observe their behavioral responses.","Sonar"
"1096","Autonomous underwater vehicles equipped with high-resolution sonar were used to map and characterize over 240 pockmarks and associated seabed features (ejecta rims, intra-pockmark blocks, acoustic flares) on the north-east Antarctic Peninsula shelf.","Sonar"
"1097","A low-power AUV buoyancy glider (Seaglider) was deployed to perform long-endurance biological and environmental data acquisition, using a passive acoustic sensor (hydrophone) to detect and monitor cetacean presence and distribution, and onboard sensors to record temperature, salinity, pressure, dissolved oxygen, and chlorophyll a.","Sonar"
"1098","ROV video imagery (RGB) was used to quantify megabenthic species, and AUV multi-beam sonar bathymetry was used to extract mound geomorphic characteristics and seafloor terrain parameters.","Sonar"
"1099","An ROV vehicle deployed an autonomous time-lapse RGB camera system and an acoustic current meter (sonar) on the abyssal seafloor to record hourly images and current speeds, quantifying Benthocodon pedunculata densities over three years; the ROV also performed benthic video transects and specimen collections.","Sonar"
"1100","An ROV-mounted video camera (RGB) and multibeam sonar were used to collect high-resolution video data and bathymetry to map seabed features, analyze terrain parameters, and model suitable habitats for cold-water corals.","Sonar"
"1101","A remotely operated vehicle equipped with multibeam sonar bathymetry was used to map seafloor geomorphology and identify benthic habitat occurrences for habitat distribution modeling and MPA spatial management.","Sonar"
"1102","A remotely operated vehicle was deployed under the fast‐ice edge to assess the three‐dimensional distribution and density of prey using acoustic (sonar) surveys.","Sonar"
"1103","Underwater AUV and ROV vehicles were deployed to survey the Figaro wreck site: sidescan sonar mapped the wreck location and seafloor structure, HD cameras (stereo stills and video) enabled a full photogrammetric 3D reconstruction and visual documentation, and underwater hyperspectral imaging provided detailed spectral data to assess biofouling levels and substrate types on the wreck.","Sonar"
"1104","Use of a forward-looking multibeam echosounder on an ROV to map high-resolution 3D topography and backscatter intensity of a vertical deep-sea cliff for habitat classification.","Sonar"
"1105","Used a Remotely Operated Vehicle equipped with multibeam bathymetry and backscatter (sonar) plus video imagery (RGB) to map benthic habitats, classify sediment distribution and substrate types on the continental shelf of South Africa.","Sonar"
"1106","Remotely operated vehicles and benthic landers (unmanned underwater vehicles) were used with cameras (RGB imagery) and echosounders (sonar) to collect data and images of macro- and megafaunal assemblages and their distribution in pelagic and benthic habitats.","Sonar"
"1107","An ROV (underwater vehicle) equipped with a multibeam echosounder (sonar) and video camera (RGB) was used to acquire backscatter and imagery data for segmenting and classifying benthic communities to produce accurate habitat maps.","Sonar"
"1108","A remotely operated vehicle (ROV) equipped with an RGB camera was used to characterize the epibenthic community and substrate, and a towed and moored Acoustic Doppler Current Profiler (ADCP) (sonar) was used to characterize current patterns.","Sonar"
"1109","A GoPro camera was fixed under the side-scan sonar (Klein 3000) to capture continuous downward-facing RGB video, paired with acoustic sonograms, for non-destructive ground-truthing and mapping of Mediterranean marine habitats.","Sonar"
"1110","Underwater vehicles (AUVs with multibeam surveys and the ROV Phoca) were used to discover, map and reconstruct hydrothermal vent sites on the Reykjanes Ridge using multibeam sonar imaging.","Sonar"
"1111","A remotely operated underwater vehicle (ROV) was used to deploy a laser line scan (LLS) imaging system (Lidar) and to compare its performance with side-scan and multibeam sonar, for mapping and characterizing seafloor habitats and assessing the distribution and abundance of fish and benthic invertebrates.","Sonar"
"1112","Remotely operated vehicle equipped with multibeam and sidescan sonar to map seafloor substrate, plus video/photographic (RGB) cameras and a grab sampler to survey habitat use by juvenile and adult redfish.","Sonar"
"1113","The study used a remotely operated vehicle (ROV) as an underwater unmanned vehicle to acquire still imagery (RGB) transects for characterizing abyssal habitats and megafaunal communities, and employed the ROV’s multibeam echosounder (Sonar) to map microtopography for analyzing habitat and faunal distribution.","Sonar"
"1114","ROV‐borne multibeam sonar was used to obtain detailed bathymetry of each sampling site, revealing channel-levee morphology and seafloor features.","Sonar"
"1115","Use of passive acoustic recorders on autonomous gliders to monitor temporal and spatial patterns of fish sound production for fisheries research.","Sonar"
"1116","An autonomous wave glider fitted with a hydro-acoustic (sonar) sensor is used to measure small-pelagic fish biomass, augment traditional ship-based surveys, and enable continuous, wider spatial and temporal data collection to improve fisheries stock management.","Sonar"
"1117","Autonomous underwater gliders were deployed to obtain high‐resolution hydrographic measurements and zooplankton backscatter data, enabling analysis of canyon dynamics and their influence on zooplankton distributions.","Sonar"
"1118","A profiling glider was used to deploy a 300 kHz hydroacoustic echosounder to measure zooplankton backscatter across distinct water masses, enhancing spatiotemporal coverage and studying biophysical coupling in plankton ecology.","Sonar"
